,AdjustmentMethodUsed,ChangeFromLastClose,ChangeFromOpen,CummulativeCashDividend,CummulativeStockDividendRatio,Currency,DataConfidence,Date,Delay,High,Identity,Last,LastClose,Low,Message,Open,Outcome,PercentChangeFromLastClose,PercentChangeFromOpen,Security,SplitRatio,Volume,ISIN
213,SplitAndProportionalCashDividend,1.8506,0.8958,2.07,1.0,USD,Valid,1/11/2016,0.0,124.1081,,123.8128,121.9622,122.1492,,122.917,Success,1.5174,0.7288,,1.0,6811614.0,US4370761029
212,SplitAndProportionalCashDividend,1.6832,0.6989,2.07,1.0,USD,Valid,1/12/2016,0.0,126.7855,,125.496,123.8128,123.862,,124.7971,Success,1.3595,0.56,,1.0,5695664.0,US4370761029
211,SplitAndProportionalCashDividend,-5.9947,-5.975,2.07,1.0,USD,Valid,1/13/2016,0.0,125.4763,,119.5013,125.496,119.078,,125.4763,Success,-4.7768,-4.7619,,1.0,8932228.0,US4370761029
210,SplitAndProportionalCashDividend,-1.7522,-1.6439,2.07,1.0,USD,Valid,1/14/2016,0.0,119.6145,,117.7491,119.5013,116.3513,,119.393,Success,-1.4663,-1.3769,,1.0,13389107.0,US4370761029
209,SplitAndProportionalCashDividend,-0.3839,2.077,2.07,1.0,USD,Valid,1/15/2016,0.0,119.2552,,117.3652,117.7491,114.2842,,115.2882,Success,-0.326,1.8016,,1.0,10514991.0,US4370761029
208,SplitAndProportionalCashDividend,0.5217,-0.7678,2.07,1.0,USD,Valid,1/19/2016,0.0,119.9836,,117.8869,117.3652,116.9419,,118.6547,Success,0.4445,-0.6471,,1.0,6350726.0,US4370761029
207,SplitAndProportionalCashDividend,-3.2484,-1.4077,2.07,1.0,USD,Valid,1/20/2016,0.0,116.8041,,114.6385,117.8869,111.81,,116.0462,Success,-2.7555,-1.2131,,1.0,11331418.0,US4370761029
206,SplitAndProportionalCashDividend,3.7012,2.7955,2.07,1.0,USD,Valid,1/21/2016,0.0,120.0328,,118.3397,114.6385,115.3079,,115.5442,Success,3.2286,2.4194,,1.0,8993902.0,US4370761029
205,SplitAndProportionalCashDividend,2.5003,1.1025,2.07,1.0,USD,Valid,1/22/2016,0.0,122.7201,,120.84,118.3397,119.6785,,119.7375,Success,2.1128,0.9208,,1.0,6554471.0,US4370761029
204,SplitAndProportionalCashDividend,-1.0336,-1.6439,2.07,1.0,USD,Valid,1/25/2016,0.0,121.913,,119.8064,120.84,119.6588,,121.4503,Success,-0.8553,-1.3536,,1.0,4854686.0,US4370761029
