,AdjustmentMethodUsed,ChangeFromLastClose,ChangeFromOpen,CummulativeCashDividend,CummulativeStockDividendRatio,Currency,DataConfidence,Date,Delay,High,Identity,Last,LastClose,Low,Message,Open,Outcome,PercentChangeFromLastClose,PercentChangeFromOpen,Security,SplitRatio,Volume,ISIN
213,SplitAndProportionalCashDividend,0.6655,0.4502,1.5,1.0,USD,Valid,1/11/2016,0.0,63.0942,,62.8544,62.1889,62.2721,,62.4042,Success,1.0701,0.7214,,1.0,12653762.0,US9311421039
212,SplitAndProportionalCashDividend,-0.5872,-0.7438,1.5,1.0,USD,Valid,1/12/2016,0.0,63.3536,,62.2672,62.8544,62.0822,,63.011,Success,-0.9342,-1.1804,,1.0,12195893.0,US9311421039
211,SplitAndProportionalCashDividend,-1.6638,-1.7715,1.5,1.0,USD,Valid,1/13/2016,0.0,62.3749,,60.6034,62.2672,60.5153,,62.3749,Success,-2.672,-2.8401,,1.0,13725740.0,US9311421039
210,SplitAndProportionalCashDividend,1.1157,1.0374,1.5,1.0,USD,Valid,1/14/2016,0.0,62.2672,,61.7191,60.6034,60.5055,,60.6817,Success,1.841,1.7096,,1.0,12934866.0,US9311421039
209,SplitAndProportionalCashDividend,-1.106,0.3719,1.5,1.0,USD,Valid,1/15/2016,0.0,61.1417,,60.6131,61.7191,59.9574,,60.2412,Success,-1.792,0.6174,,1.0,15174382.0,US9311421039
208,SplitAndProportionalCashDividend,0.6166,0.3034,1.5,1.0,USD,Valid,1/19/2016,0.0,61.4646,,61.2297,60.6131,60.6914,,60.9263,Success,1.0173,0.498,,1.0,13051305.0,US9311421039
207,SplitAndProportionalCashDividend,-1.6834,-0.9396,1.5,1.0,USD,Valid,1/20/2016,0.0,61.0046,,59.5463,61.2297,58.9199,,60.4859,Success,-2.7493,-1.5534,,1.0,17369072.0,US9311421039
206,SplitAndProportionalCashDividend,1.0179,0.8809,1.5,1.0,USD,Valid,1/21/2016,0.0,61.4549,,60.5642,59.5463,59.6148,,59.6833,Success,1.7094,1.476,,1.0,12089164.0,US9311421039
205,SplitAndProportionalCashDividend,0.7928,0.2447,1.5,1.0,USD,Valid,1/22/2016,0.0,61.9149,,61.357,60.5642,60.8089,,61.1123,Success,1.309,0.4004,,1.0,9197462.0,US9311421039
204,SplitAndProportionalCashDividend,0.7438,0.6557,1.5,1.0,USD,Valid,1/25/2016,0.0,62.463,,62.1008,61.357,61.22,,61.4451,Success,1.2122,1.0671,,1.0,12823445.0,US9311421039
203,SplitAndProportionalCashDividend,0.5383,0.6264,1.5,1.0,USD,Valid,1/26/2016,0.0,63.0991,,62.6391,62.1008,61.9149,,62.0127,Success,0.8668,1.0101,,1.0,9441226.0,US9311421039
202,SplitAndProportionalCashDividend,-0.0489,-0.1468,1.5,1.0,USD,Valid,1/27/2016,0.0,63.794,,62.5902,62.6391,62.5315,,62.737,Success,-0.0781,-0.234,,1.0,10214293.0,US9311421039
201,SplitAndProportionalCashDividend,0.2642,0.1859,1.5,1.0,USD,Valid,1/28/2016,0.0,63.1383,,62.8544,62.5902,62.0812,,62.6685,Success,0.4221,0.2966,,1.0,11278338.0,US9311421039
200,SplitAndProportionalCashDividend,2.0945,1.5757,1.5,1.0,USD,Valid,1/29/2016,0.0,65.1153,,64.9489,62.8544,63.3634,,63.3732,Success,3.3323,2.4864,,1.0,16439093.0,US9311421039
218,SplitAndProportionalCashDividend,0.1566,0.9396,1.5,1.0,USD,Valid,1/4/2016,0.0,60.1825,,60.1531,59.9965,59.0765,,59.2135,Success,0.261,1.5868,,1.0,11989191.0,US9311421039
217,SplitAndProportionalCashDividend,1.429,0.8711,1.5,1.0,USD,Valid,1/5/2016,0.0,61.7093,,61.5821,60.1531,60.5348,,60.711,Success,2.3756,1.4348,,1.0,13325958.0,US9311421039
216,SplitAndProportionalCashDividend,0.6166,1.0473,1.5,1.0,USD,Valid,1/6/2016,0.0,62.5902,,62.1987,61.5821,61.1417,,61.1514,Success,1.0013,1.7126,,1.0,16564620.0,US9311421039
215,SplitAndProportionalCashDividend,1.4485,2.0162,1.5,1.0,USD,Valid,1/7/2016,0.0,63.843,,63.6472,62.1987,61.5821,,61.631,Success,2.3288,3.2714,,1.0,26430005.0,US9311421039
214,SplitAndProportionalCashDividend,-1.4583,-1.5073,1.5,1.0,USD,Valid,1/8/2016,0.0,64.0191,,62.1889,63.6472,62.0617,,63.6962,Success,-2.2912,-2.3664,,1.0,17767864.0,US9311421039
24,SplitAndProportionalCashDividend,-0.72,-0.77,0.0,1.0,USD,Valid,10/10/2016,0.0,68.96,,67.98,68.7,67.75,,68.75,Success,-1.048,-1.12,,1.0,8988413.0,US9311421039
23,SplitAndProportionalCashDividend,-0.59,-0.56,0.0,1.0,USD,Valid,10/11/2016,0.0,67.96,,67.39,67.98,67.3,,67.95,Success,-0.8679,-0.8241,,1.0,8591494.0,US9311421039
22,SplitAndProportionalCashDividend,0.07,-0.28,0.0,1.0,USD,Valid,10/12/2016,0.0,67.91,,67.46,67.39,67.3699,,67.74,Success,0.1039,-0.4133,,1.0,8940655.0,US9311421039
21,SplitAndProportionalCashDividend,0.77,1.04,0.0,1.0,USD,Valid,10/13/2016,0.0,68.54,,68.23,67.46,67.07,,67.19,Success,1.1414,1.5478,,1.0,9193819.0,US9311421039
20,SplitAndProportionalCashDividend,0.22,0.03,0.0,1.0,USD,Valid,10/14/2016,0.0,68.81,,68.45,68.23,68.21,,68.42,Success,0.3224,0.0438,,1.0,6416018.0,US9311421039
19,SplitAndProportionalCashDividend,-0.23,-0.43,0.0,1.0,USD,Valid,10/17/2016,0.0,68.65,,68.22,68.45,67.8,,68.65,Success,-0.336,-0.6264,,1.0,7493385.0,US9311421039
18,SplitAndProportionalCashDividend,0.65,0.3,0.0,1.0,USD,Valid,10/18/2016,0.0,68.98,,68.87,68.22,68.23,,68.57,Success,0.9528,0.4375,,1.0,7857699.0,US9311421039
17,SplitAndProportionalCashDividend,0.02,-0.33,0.0,1.0,USD,Valid,10/19/2016,0.0,69.34,,68.89,68.87,68.695,,69.22,Success,0.029,-0.4767,,1.0,7123273.0,US9311421039
16,SplitAndProportionalCashDividend,-0.16,-0.25,0.0,1.0,USD,Valid,10/20/2016,0.0,69.08,,68.73,68.89,68.57,,68.98,Success,-0.2323,-0.3624,,1.0,6294027.0,US9311421039
15,SplitAndProportionalCashDividend,-0.39,0.0,0.0,1.0,USD,Valid,10/21/2016,0.0,68.63,,68.34,68.73,67.99,,68.34,Success,-0.5674,0.0,,1.0,7844583.0,US9311421039
14,SplitAndProportionalCashDividend,0.85,0.57,0.0,1.0,USD,Valid,10/24/2016,0.0,69.37,,69.19,68.34,68.39,,68.62,Success,1.2438,0.8307,,1.0,7163632.0,US9311421039
13,SplitAndProportionalCashDividend,0.17,0.35,0.0,1.0,USD,Valid,10/25/2016,0.0,69.87,,69.36,69.19,69.0,,69.01,Success,0.2457,0.5072,,1.0,7629748.0,US9311421039
12,SplitAndProportionalCashDividend,0.23,0.29,0.0,1.0,USD,Valid,10/26/2016,0.0,69.81,,69.59,69.36,69.14,,69.3,Success,0.3316,0.4185,,1.0,5050540.0,US9311421039
11,SplitAndProportionalCashDividend,0.24,0.23,0.0,1.0,USD,Valid,10/27/2016,0.0,70.0,,69.83,69.59,69.39,,69.6,Success,0.3449,0.3305,,1.0,7131613.0,US9311421039
10,SplitAndProportionalCashDividend,0.16,0.19,0.0,1.0,USD,Valid,10/28/2016,0.0,70.21,,69.99,69.83,69.73,,69.8,Success,0.2291,0.2722,,1.0,6952858.0,US9311421039
29,SplitAndProportionalCashDividend,-0.11,0.18,0.0,1.0,USD,Valid,10/3/2016,0.0,72.145,,72.01,72.12,71.6,,71.83,Success,-0.1525,0.2506,,1.0,5857743.0,US9311421039
9,SplitAndProportionalCashDividend,0.03,-0.04,0.0,1.0,USD,Valid,10/31/2016,0.0,70.17,,70.02,69.99,69.85,,70.06,Success,0.0429,-0.0571,,1.0,6389047.0,US9311421039
28,SplitAndProportionalCashDividend,-0.26,-0.25,0.0,1.0,USD,Valid,10/4/2016,0.0,72.57,,71.75,72.01,71.55,,72.0,Success,-0.3611,-0.3472,,1.0,6569284.0,US9311421039
27,SplitAndProportionalCashDividend,-0.08,-0.2,0.0,1.0,USD,Valid,10/5/2016,0.0,72.265,,71.67,71.75,71.6,,71.87,Success,-0.1115,-0.2783,,1.0,6464442.0,US9311421039
26,SplitAndProportionalCashDividend,-2.31,-0.84,0.0,1.0,USD,Valid,10/6/2016,0.0,70.43,,69.36,71.67,68.89,,70.2,Success,-3.2231,-1.1966,,1.0,20110251.0,US9311421039
25,SplitAndProportionalCashDividend,-0.66,-0.56,0.0,1.0,USD,Valid,10/7/2016,0.0,69.47,,68.7,69.36,68.17,,69.26,Success,-0.9516,-0.8085,,1.0,12653847.0,US9311421039
8,SplitAndProportionalCashDividend,-0.72,-0.68,0.0,1.0,USD,Valid,11/1/2016,0.0,70.06,,69.3,70.02,69.14,,69.98,Success,-1.0283,-0.9717,,1.0,8838603.0,US9311421039
1,SplitAndProportionalCashDividend,0.29,0.14,0.0,1.0,USD,Valid,11/10/2016,0.0,72.09,,71.39,71.1,71.0,,71.25,Success,0.4079,0.1965,,1.0,14321300.0,US9311421039
253,SplitAndProportionalCashDividend,-1.0677,-0.893,1.99,1.0,USD,Valid,11/11/2015,0.0,57.0037,,55.8875,56.9552,55.7808,,56.7805,Success,-1.8746,-1.5727,,1.0,8689874.0,US9311421039
0,SplitAndProportionalCashDividend,-0.16,0.12,0.0,1.0,USD,Valid,11/11/2016,0.0,71.28,,71.23,71.39,70.6,,71.11,Success,-0.2241,0.1688,,1.0,8223872.0,US9311421039
